feature1,feature2
2.1561468017643293,2.10966058406694
2.215710496469283,2.1034448532389147
1.959407685065342,1.8749147775051116
2.2250779961551133,1.9139049393067191
2.3175832221815362,2.0462595478890004
2.4210060735744583,2.0460033392021515
2.513058679637928,2.262445505131981
2.430906082505216,1.8727472019328855
2.317564125691599,1.9621395638990375
2.0133396943544826,2.288690797160165
2.1566141814592994,2.0691658047499386
1.8963625041598289,1.704021659100363
1.9870879936072083,2.104721133836922
1.9265666886866732,1.9574146928958795
2.5567067650021573,0.9915260435058493
1.8049947003319737,1.7422310040248217
2.0516226091830396,2.196173051285524
1.7581792986964506,2.4288396525234583
2.0860619158898146,2.477334407534563
2.1252499192046135,1.8135413186221854
2.1523471285343483,2.012796726993645
2.0581155160416307,2.223628569473618
1.699317035767562,2.1130707018400954
2.2226921514625553,2.188961765229839
1.6066129681318173,2.330916947909863
1.8821124255763086,1.8392001434281844
2.1309234680010882,0.98249413782453
2.266058899120253,1.8534190543978388
1.6209341301128328,2.653374751718246
2.1465674768704233,2.000312955912567
1.8538173100200375,2.3691590503829283
2.3583859782751455,1.7083352498368625
1.7926835935619319,1.843238794856118
2.338933713907596,2.159582427971196
2.4895552532226946,2.0501524903529598
2.2682107157137015,1.6113487551615815
2.024754903739113,1.5973661370623462
2.10541464098801,1.9431762326236615
1.9084668333914339,1.5967642744403394
1.8154017707020358,1.974493701889375
1.6446409984984969,2.1585018583216176
1.6051391604050569,2.1235239564913675
2.170144364115776,2.557333859380548
1.649300379885314,1.594493877138853
2.052732923172367,2.084537670809967
2.3076167176443296,1.7835118522698672
2.218084409174051,1.6891580806343143
2.587109787221358,1.7960215861702977
2.224950936758508,2.002915202439641
1.7787343089624195,1.9853026742950026
2.3095214184554753,2.0853029743276124
2.543522512929798,1.8157052794367738
2.1137552273371525,2.028087286008512
1.5834918936682099,2.0323750749333156
2.191463970035825,1.7265946916379582
1.8042902653394344,2.1712975703829613
2.00695686879901,1.7684916908306103
2.1538722485159014,1.8602630496762906
2.398138215751171,1.950297000642181
2.2483948374355545,1.8557374869356846
2.1397871989648705,2.263929752650519
2.3150351158604887,2.5867115630853954
1.8231456816423206,1.6477347426934739
2.2123103481506554,1.5557265461608583
2.3212244467735603,1.7153428017924595
1.7305382854015106,2.086552450427952
1.5705742970141308,2.3941008486284243
2.0561148230695516,2.1273462266257113
1.9694743536338495,2.295857637030842
2.3989032795584837,1.5327600981282492
1.777039043083308,2.3713953737483036
1.9373534450904086,1.6990274820285811
2.008577919174761,1.4791774578573569
2.1105947618645944,1.909746352453957
2.0258452989408684,2.4684650574885443
1.7005414915966806,1.7603642426545378
1.8752589528256915,1.8558685572388331
1.9261849225080618,2.5120341020718593
2.2499418134925424,1.697245112551559
2.4267643588527914,1.4978317070110836
1.945895918483825,1.7912645289570315
1.8759039502136208,1.67734013249494
1.7557568745789238,2.3124321510058636
2.0680022823424125,2.03504206286377
2.302511828858111,1.882148653133099
-2.049284383784706,-1.6664677204088263
-2.3806392824539744,-1.0478216470998147
-1.6066537677311754,-1.8437029777592668
-2.1134254312893193,-2.119927677073693
-2.1198909934439465,-1.894471853781394
-2.0193085463705196,-2.279665556829946
-2.0360845934735354,-2.25190374850105
-1.9192659962235241,-1.6634595936433678
-1.9165125741461058,-1.8098425162449083
-1.9141471211116472,-2.120283793746098
-1.8690937418262146,-1.8016455585514144
-1.8013163525738196,-1.7761510204734456
-2.176626136020426,-2.693408738336709
-1.694239278962456,-2.449891244150237
-2.415200263816614,-2.050628305757881
-2.0630278580799004,-2.51239801706508
-1.9373167600896848,-2.1356552377583995
-1.729596950750158,-2.091715643008332
-1.8024791928607884,-2.0556985717984912
-1.9498852565376648,-2.8284025186416493
-2.427961589444537,-1.681329778693939
-2.3272926340042264,-2.220324350034914
-2.4040561014975785,-1.94700389228802
-2.068807013818085,-2.6266905642225358
-1.5109575178631187,-1.8236511597371368
-1.833397122497027,-2.163726623328212
-1.8783706910774525,-1.9773411290660643
-2.295521546382526,-2.2346262457171244
-1.7361940870321069,-1.8055374185760338
-1.7062847745912522,-2.202742179100416
-1.862767143987222,-1.7911948255695995
-2.1828177855586004,-2.1488255113254024
-1.7377991592678488,-2.1188815157843885
-1.8685284008605956,-2.2451730778379186
-2.510688170958372,-1.6706156243200798
-2.157079713086596,-2.435933512081082
-2.1264003429017926,-2.2111060429047615
-2.434204710203293,-2.013899709621313
-1.8627585315194062,-2.4242399317397294
-1.162285483047064,-2.3955860930594355
-1.8874877930009388,-2.278705615075571
-1.8363513312801798,-2.1464593212307834
-1.8766422432408145,-2.0042347995104204
-2.370990131312204,-1.840040611024873
-1.8074940396245833,-2.5765230385397926
-1.9754630428671127,-1.7486027331117424
-2.081154853158995,-2.224361244626791
-2.031510591186125,-2.1409594896660544
-1.8453067509056644,-1.7691713377639058
-1.7657000410764603,-1.9191980978926813
-2.3265223014816705,-2.0045701603575656
-1.7682566392024586,-2.09662577878278
-2.2004284757849457,-1.83505648661095
-1.717208364160862,-2.4207202805679096
-1.8940998214407485,-2.313519691944707
-1.70965875371737,-1.729241262845394
-2.0442330865440534,-1.9805631816683908
-2.021157277877375,-2.2025667623505396
-2.1948078524384145,-2.0534539141657913
-1.9972993619330939,-2.408296684930325
-1.8856190809807447,-1.6709818269521506
-2.2712939406680084,-1.4197475476314634
-2.3130331510019353,-2.175202908117366
-1.870338331221753,-1.7006523775151419
-1.7102069445573285,-1.6727867565177794
-1.702031747608524,-2.303714896294528
-2.383647160690531,-2.1690147305750846
-2.030090278366506,-1.479404526691586
-1.600653540309663,-2.239921977715991
-2.0172506450095407,-2.510590681626993
-2.3233769987986643,-1.7238253350548634
-2.1240137372140206,-1.519601857595096
-1.9160711679941138,-2.151344087474516
-2.764153135168688,-1.7019329124665163
-1.9597071773634385,-1.7104714082419434
-2.0954259983810477,-1.9745676034625927
-2.121855858771131,-2.659483920150379
-2.0057712550424736,-1.8317113962135838
-1.7345049375447903,-2.152561277835363
-1.9159165231751003,-1.980622049031283
-1.8938957999935642,-2.1665678308955325
-1.713887550012016,-2.5027508078953007
-2.32075330061035,-2.67941001797923
-2.165161593341725,-2.1064564009229563
-2.5640488058042306,-2.2187295805613885
-1.7308055310755956,-2.3740700220202386
-1.878807829619652,-1.750727656752757
-1.8404512534545707,-2.010537141000991
-2.0101933148870925,-2.0185287937044474
-1.9553277658836783,-2.6179769390539223
-1.89902350415809,-1.5607260981477113
-1.7134930516731073,-2.21639256175719
-1.9119660473554685,-2.448822398771421
-1.6285334631588972,-2.089245566933101
-2.2332140262313107,-1.4930206717603698
-2.063775316328721,-2.014260161862271
-2.19690399650845,-2.317360907894962
-1.8494718942196335,-2.3951041359057963
-1.971497862369795,-2.0321961773158557
-1.7451719307703921,-2.108477854586284
-2.1895130285269437,-2.367084507308444
-1.8201736023680724,-1.202192669623229
-1.9997782531296937,-2.2464508146669124
-2.3660507072492254,-1.8052988005866522
-2.1979677442213,-2.152710650559346
-2.222469868182435,-1.97115634394332
-2.094966558953487,-2.1926907572929903
-1.984967837761649,-2.566583956339936
-2.087017387272781,-2.024713578229912
-2.1942397619943206,-2.5322252806112617
-2.174580778933377,-2.433665872572362
-1.8609888669799737,-2.1151487479576945
-1.567907081828971,-1.769257049378096
-1.8549181380582695,-2.4361602020981987
-1.7206956867378156,-1.9942920231258856
-2.133053436963925,-2.7067472011725227
-2.1372473780322063,-2.357619851081663
-2.1212080066884984,-1.7328314769470619
-1.6999659060589978,-1.9408108633362717
-2.059524219640398,-2.039869197405089
-2.5932425945317776,-2.517377725148809
-1.9670066506802428,-1.4224499263820978
-1.6666302367436228,-2.059834052215818
-2.2374305303781874,-2.1001068668927867
-2.5206664712446543,-1.7875773381091684
-1.6945424444756831,-1.1743080431774415
-1.920135799792933,-1.7427064992768164
-1.9156151854690282,-1.6325879737783304
-1.922938043032259,-1.3639428077964846
-2.3997903303311117,-2.163077502418555
-1.5792831723613467,-2.0734644653399155
-1.987222680614858,-2.0318586291951632
-2.2963513697632827,-1.9963327294078832
-1.7488217404273274,-1.6887314861266978
-1.584090646302087,-2.017888300038725
-2.333495839639167,-1.9806485235181106
-1.9209886851472897,-2.569137782479495
-2.274450768609921,-1.93436978807137
-1.8626790780233622,-2.345220604241286
-1.45842632917121,-2.1704715616283807
-1.9388873779655889,-1.5676046536468413
-1.766005580771399,-2.479272390267774
-1.7717652165513635,-1.5090053735099613
-1.5647812344319225,-1.9164366673349174
-1.6390818486023768,-2.4951268851056136
-1.992129634210805,-2.116873488500731
-1.9552788148650133,-1.851384815567445
-1.791152203471742,-1.9771976007094971
-2.162090453425824,-2.277089571856899
-2.231584930719679,-1.782323195356285
-1.8940409296861689,-1.6719217465501002
-1.9727257755180219,-1.546181951357914
-1.8480378623140237,-1.8410575004469236
-1.8829401382147766,-1.706327493419115
-2.392290922063144,-1.564225854361705
-1.9058042922258447,-2.422968830094962
-2.3411948440777985,-1.7754205613362848
-1.8462528275720584,-1.3275175877626793
-1.4527465421286807,-1.6443503936516526
-1.964163354652001,-1.4199835187222005
-2.2819463924862156,-1.8114653748643637
-2.088224017411872,-1.6607650695403355
-1.7400350569524425,-2.0120950859172675
-1.9156358820052606,-2.1216490484036203
-2.203143658922404,-1.7227131639851658
-1.8438531982356707,-1.89033941593306
-1.7842895035307167,-1.8965551467610855
-2.040592314934658,-2.1250852224948886
-1.774922003844887,-2.086095060693281
-1.6824167778184635,-1.9537404521109996
-1.5789939264255417,-1.9539966607978483
-1.4869413203620718,-1.737554494868019
-1.5690939174947842,-2.1272527980671145
-1.6824358743084011,-2.0378604361009627
-1.9866603056455174,-1.7113092028398351
-1.8433858185407006,-1.9308341952500614
-2.103637495840171,-2.2959783408996373
-2.0129120063927917,-1.8952788661630777
-2.0734333113133268,-2.0425853071041207
-1.4432932349978427,-3.008473956494151
-2.1950052996680265,-2.2577689959751783
-1.9483773908169606,-1.803826948714476
-2.241820701303549,-1.5711603474765417
-1.9139380841101856,-1.5226655924654373
-1.8747500807953865,-2.1864586813778146
-1.8476528714656515,-1.9872032730063547
-1.9418844839583693,-1.776371430526382
-2.300682964232438,-1.8869292981599048
-1.7773078485374447,-1.811038234770161
-2.3933870318681825,-1.6690830520901374
-2.1178875744236914,-2.1607998565718156
-1.869076531998912,-3.01750586217547
-1.7339411008797467,-2.146580945602161
-2.3790658698871674,-1.3466252482817538
-1.8534325231295767,-1.9996870440874333
-2.1461826899799625,-1.6308409496170717
-1.6416140217248545,-2.2916647501631378
-2.207316406438068,-2.156761205143882
-1.661066286092404,-1.8404175720288038
-1.5104447467773057,-1.9498475096470405
-1.7317892842862985,-2.3886512448384187
-1.9752450962608867,-2.4026338629376536
-1.89458535901199,-2.0568237673763385
-2.091533166608566,-2.403235725559661
-2.184598229297964,-2.025506298110625
-2.355359001501503,-1.8414981416783824
-2.394860839594943,-1.8764760435086325
-1.8298556358842242,-1.442666140619452
-2.350699620114686,-2.405506122861147
-1.947267076827633,-1.9154623291900328
-1.6923832823556706,-2.2164881477301326
-1.7819155908259492,-2.3108419193656857
-1.412890212778642,-2.2039784138297023
-1.7750490632414924,-1.997084797560359
-2.2212656910375808,-2.0146973257049976
-1.6904785815445247,-1.9146970256723876
-1.456477487070202,-2.184294720563226
-1.8862447726628473,-1.9719127139914876
-2.4165081063317904,-1.9676249250666842
-1.8085360299641748,-2.2734053083620416
-2.1957097346605656,-1.8287024296170387
-1.99304313120099,-2.2315083091693895
-1.8461277514840988,-2.139736950323709
-1.601861784248829,-2.049702999357819
-1.7516051625644455,-2.1442625130643154
-1.8602128010351295,-1.7360702473494811
-1.6849648841395113,-1.4132884369146046
-2.1768543183576794,-2.3522652573065264
-1.7876896518493446,-2.4442734538391417
-1.6787755532264397,-2.2846571982075403
-2.2694617145984894,-1.913447549572048
-2.4294257029858692,-1.605899151371576
-1.9438851769304484,-1.8726537733742887
-2.0305256463661507,-1.704142362969158
-1.6010967204415163,-2.467239901871751
-2.2229609569166917,-1.6286046262516962
-2.0626465549095916,-2.300972517971419
-1.9914220808252387,-2.520822542142643
-1.8894052381354058,-2.090253647546043
-1.9741547010591316,-1.5315349425114557
-2.2994585084033194,-2.239635757345462
-2.1247410471743082,-2.144131442761167
-2.073815077491938,-1.4879658979281405
-1.7500581865074574,-2.302754887448441
-1.5732356411472086,-2.5021682929889164
-2.054104081516175,-2.2087354710429685
-2.1240960497863792,-2.32265986750506
-2.244243125421076,-1.6875678489941364
-1.9319977176575878,-1.96495793713623
-1.697488171141889,-2.117851346866901
-3.549284383784706,-3.1664677204088263
-3.8806392824539744,-2.5478216470998145
-3.1066537677311756,-3.343702977759267
-3.6134254312893193,-3.619927677073693
-3.6198909934439465,-3.3944718537813943
-3.5193085463705196,-3.779665556829946
-3.5360845934735354,-3.75190374850105
-3.419265996223524,-3.163459593643368
-3.4165125741461058,-3.3098425162449083
-3.414147121111647,-3.620283793746098
-3.3690937418262146,-3.3016455585514146
-3.3013163525738194,-3.2761510204734456
-3.676626136020426,-4.193408738336709
-3.194239278962456,-3.949891244150237
-3.915200263816614,-3.550628305757881
-3.5630278580799004,-4.01239801706508
-3.4373167600896846,-3.6356552377583995
-3.229596950750158,-3.591715643008332
-3.3024791928607886,-3.5556985717984912
-3.4498852565376645,-4.328402518641649
-3.927961589444537,-3.181329778693939
-3.8272926340042264,-3.720324350034914
-3.9040561014975785,-3.44700389228802
-3.568807013818085,-4.126690564222535
-3.010957517863119,-3.3236511597371368
-3.333397122497027,-3.663726623328212
-3.3783706910774525,-3.477341129066064
-3.795521546382526,-3.7346262457171244
-3.236194087032107,-3.3055374185760336
-3.206284774591252,-3.702742179100416
-3.362767143987222,-3.2911948255695993
-3.6828177855586004,-3.6488255113254024
-3.237799159267849,-3.6188815157843885
-3.3685284008605954,-3.7451730778379186
-4.010688170958372,-3.17061562432008
-3.657079713086596,-3.935933512081082
-3.6264003429017926,-3.7111060429047615
-3.934204710203293,-3.513899709621313
-3.362758531519406,-3.9242399317397294
-2.662285483047064,-3.8955860930594355
-3.387487793000939,-3.778705615075571
-3.33635133128018,-3.6464593212307834
-3.3766422432408145,-3.5042347995104204
-3.870990131312204,-3.340040611024873
-3.3074940396245833,-4.076523038539793
-3.475463042867113,-3.2486027331117424
-3.581154853158995,-3.724361244626791
-3.531510591186125,-3.6409594896660544
-3.345306750905664,-3.269171337763906
-3.2657000410764603,-3.4191980978926813
-3.8265223014816705,-3.5045701603575656
-3.2682566392024586,-3.59662577878278
-3.7004284757849457,-3.33505648661095
-3.2172083641608618,-3.9207202805679096
-3.3940998214407485,-3.813519691944707
-3.20965875371737,-3.229241262845394
-3.5442330865440534,-3.4805631816683906
-3.521157277877375,-3.7025667623505396
-3.6948078524384145,-3.5534539141657913
-3.497299361933094,-3.908296684930325
-3.385619080980745,-3.1709818269521506
-3.7712939406680084,-2.9197475476314634
-3.8130331510019353,-3.675202908117366
-3.370338331221753,-3.2006523775151416
-3.2102069445573287,-3.1727867565177794
-3.2020317476085243,-3.803714896294528
-3.883647160690531,-3.6690147305750846
-3.530090278366506,-2.979404526691586
-3.1006535403096627,-3.739921977715991
-3.5172506450095407,-4.010590681626994
-3.8233769987986643,-3.2238253350548636
-3.6240137372140206,-3.019601857595096
-3.416071167994114,-3.651344087474516
-4.264153135168688,-3.2019329124665163
-3.4597071773634385,-3.2104714082419434
-3.5954259983810477,-3.4745676034625927
-3.621855858771131,-4.159483920150379
-3.5057712550424736,-3.331711396213584
-3.23450493754479,-3.652561277835363
-3.4159165231751003,-3.480622049031283
-3.3938957999935644,-3.6665678308955325
-3.213887550012016,-4.002750807895301
-3.82075330061035,-4.1794100179792295
-3.665161593341725,-3.6064564009229563
-4.06404880580423,-3.7187295805613885
-3.2308055310755956,-3.8740700220202386
-3.3788078296196518,-3.250727656752757
-3.340451253454571,-3.510537141000991
-3.5101933148870925,-3.5185287937044474
-3.4553277658836783,-4.117976939053922
-3.39902350415809,-3.060726098147711
-3.2134930516731073,-3.71639256175719
-3.4119660473554685,-3.948822398771421
-3.128533463158897,-3.589245566933101
-3.7332140262313107,-2.9930206717603696
-3.563775316328721,-3.514260161862271
-3.69690399650845,-3.817360907894962
-3.3494718942196338,-3.8951041359057963
-3.471497862369795,-3.5321961773158557
-3.2451719307703923,-3.608477854586284
-3.6895130285269437,-3.867084507308444
-3.3201736023680724,-2.702192669623229
-3.4997782531296937,-3.7464508146669124
-3.8660507072492254,-3.305298800586652
-3.6979677442213,-3.652710650559346
-3.722469868182435,-3.47115634394332
-3.594966558953487,-3.6926907572929903
-3.484967837761649,-4.066583956339936
-3.587017387272781,-3.524713578229912
-3.6942397619943206,-4.032225280611262
-3.674580778933377,-3.933665872572362
-3.3609888669799735,-3.6151487479576945
-3.067907081828971,-3.269257049378096
-3.3549181380582693,-3.9361602020981987
-3.2206956867378156,-3.494292023125886
-3.633053436963925,-4.206747201172522
-3.6372473780322063,-3.857619851081663
-3.6212080066884984,-3.232831476947062
-3.1999659060589978,-3.4408108633362717
-3.559524219640398,-3.539869197405089
-4.093242594531778,-4.017377725148809
-3.467006650680243,-2.9224499263820976
-3.166630236743623,-3.559834052215818
-3.7374305303781874,-3.6001068668927867
-4.020666471244654,-3.2875773381091684
-3.194542444475683,-2.6743080431774415
-3.420135799792933,-3.2427064992768164
-3.415615185469028,-3.1325879737783304
-3.422938043032259,-2.8639428077964846
-3.8997903303311117,-3.663077502418555
-3.0792831723613467,-3.5734644653399155
-3.487222680614858,-3.5318586291951632
-3.7963513697632827,-3.496332729407883
-3.2488217404273274,-3.1887314861266978
-3.0840906463020867,-3.517888300038725
-3.833495839639167,-3.4806485235181106
-3.42098868514729,-4.069137782479495
-3.774450768609921,-3.43436978807137
-3.3626790780233624,-3.845220604241286
-2.95842632917121,-3.6704715616283807
-3.438887377965589,-3.0676046536468413
-3.266005580771399,-3.979272390267774
-3.2717652165513638,-3.0090053735099613
-3.0647812344319227,-3.4164366673349176
-3.139081848602377,-3.9951268851056136
-3.492129634210805,-3.616873488500731
-3.4552788148650135,-3.351384815567445
-3.291152203471742,-3.477197600709497
-3.662090453425824,-3.777089571856899
-3.731584930719679,-3.282323195356285
-3.394040929686169,-3.1719217465501
-3.472725775518022,-3.046181951357914
-3.348037862314024,-3.3410575004469236
-3.3829401382147766,-3.2063274934191153
-3.892290922063144,-3.064225854361705
-3.4058042922258447,-3.922968830094962
-3.8411948440777985,-3.275420561336285
-3.346252827572058,-2.8275175877626793
-2.952746542128681,-3.144350393651653
-3.464163354652001,-2.9199835187222005
-3.7819463924862156,-3.3114653748643637
-3.588224017411872,-3.1607650695403358
-3.2400350569524425,-3.5120950859172675
-3.4156358820052604,-3.6216490484036203
-3.703143658922404,-3.2227131639851656
-3.3438531982356707,-3.39033941593306
-3.284289503530717,-3.3965551467610853
-3.540592314934658,-3.6250852224948886
-3.2749220038448867,-3.586095060693281
-3.1824167778184638,-3.4537404521109996
-3.0789939264255417,-3.4539966607978485
-2.986941320362072,-3.237554494868019
-3.069093917494784,-3.6272527980671145
-3.182435874308401,-3.5378604361009627
-3.4866603056455174,-3.211309202839835
-3.3433858185407006,-3.4308341952500614
-3.603637495840171,-3.7959783408996373
-3.5129120063927917,-3.395278866163078
-3.5734333113133268,-3.5425853071041207
-2.9432932349978427,-4.508473956494151
-3.6950052996680265,-3.7577689959751783
-3.4483773908169604,-3.303826948714476
-3.741820701303549,-3.0711603474765417
-3.4139380841101854,-3.022665592465437
-3.3747500807953865,-3.6864586813778146
-3.3476528714656517,-3.487203273006355
-3.4418844839583693,-3.276371430526382
-3.800682964232438,-3.3869292981599046
-3.2773078485374447,-3.311038234770161
-3.8933870318681825,-3.169083052090137
-3.6178875744236914,-3.6607998565718156
-3.3690765319989118,-4.5175058621754705
-3.233941100879747,-3.646580945602161
-3.8790658698871674,-2.846625248281754
-3.3534325231295767,-3.499687044087433
-3.6461826899799625,-3.1308409496170717
-3.1416140217248545,-3.7916647501631378
-3.707316406438068,-3.656761205143882
-3.161066286092404,-3.340417572028804
-3.0104447467773054,-3.4498475096470402
-3.2317892842862985,-3.8886512448384187
-3.475245096260887,-3.9026338629376536
-3.39458535901199,-3.5568237673763385
-3.591533166608566,-3.903235725559661
-3.684598229297964,-3.525506298110625
-3.855359001501503,-3.3414981416783824
-3.894860839594943,-3.3764760435086325
-3.329855635884224,-2.942666140619452
-3.850699620114686,-3.905506122861147
-3.447267076827633,-3.415462329190033
-3.1923832823556704,-3.7164881477301326
-3.281915590825949,-3.8108419193656857
-2.912890212778642,-3.7039784138297023
-3.275049063241492,-3.497084797560359
-3.7212656910375808,-3.5146973257049976
-3.1904785815445247,-3.4146970256723876
-2.956477487070202,-3.684294720563226
-3.3862447726628475,-3.471912713991488
-3.9165081063317904,-3.4676249250666844
-3.308536029964175,-3.7734053083620416
-3.6957097346605656,-3.3287024296170387
-3.49304313120099,-3.7315083091693895
-3.3461277514840986,-3.639736950323709
-3.101861784248829,-3.549702999357819
-3.2516051625644455,-3.6442625130643154
-3.3602128010351295,-3.236070247349481
-3.1849648841395113,-2.9132884369146046
-3.6768543183576794,-3.8522652573065264
-3.2876896518493446,-3.9442734538391417
-3.1787755532264397,-3.7846571982075403
-3.7694617145984894,-3.413447549572048
-3.9294257029858692,-3.1058991513715757
-3.4438851769304484,-3.3726537733742887
-3.5305256463661507,-3.204142362969158
-3.1010967204415163,-3.967239901871751
-3.7229609569166917,-3.1286046262516964
-3.5626465549095916,-3.800972517971419
-3.491422080825239,-4.020822542142643
-3.3894052381354056,-3.590253647546043
-3.4741547010591316,-3.0315349425114557
-3.7994585084033194,-3.739635757345462
-3.6247410471743082,-3.644131442761167
-3.573815077491938,-2.9879658979281407
-3.2500581865074576,-3.802754887448441
-3.0732356411472086,-4.002168292988916
-3.554104081516175,-3.7087354710429685
-3.6240960497863792,-3.82265986750506
-3.744243125421076,-3.1875678489941364
-3.4319977176575875,-3.46495793713623
-3.197488171141889,-3.617851346866901
1.6883280725047982,1.8945686287956673
2.2140707090686167,1.649767289153186
1.7371570749197678,2.384739475271772
2.0520911482365736,2.7126419649511275
1.827486096991509,1.9323636280554206
